id,formation_energy_ev_natom,bandgap_energy_ev
1,0.19280117556293383,1.585933958364811
2,0.06751103413682315,3.758057327870178
3,0.15217377899074716,3.513271619247435
4,0.02876774177535198,3.047593101092259
5,0.13343775633565966,1.6028388147788153
6,0.06383258324030387,4.3723908052127385
7,0.0709372190444076,3.2342349254187543
8,0.12322674998811024,2.0829892927428855
9,0.06842251425291383,2.656620255088944
10,0.2449725974054158,2.9933878616000755
11,0.1855337113563975,1.9537860924501158
12,0.10815638117749023,2.7282418183839936
13,0.33642614624529793,0.9789589255214285
14,0.1669774670941926,1.9163262965772203
15,0.05975920610805349,0.9638637097507917
16,0.2565694637844512,3.5816442625240517
17,0.20342158651077283,1.745933610151175
18,0.20848630170497373,2.344641258978027
19,0.3897963916203598,1.259272500148187
20,0.1895220170291336,1.414543384230729
21,0.08106367893577814,1.835909583051353
22,0.15222231951823226,2.892279582528078
23,0.17441149110428544,1.7426014052444516
24,0.1734479863274105,3.0959219469773753
25,0.03187451008035535,2.5555992160625105
26,0.15341589403532535,0.9644766523599567
27,0.24713335582831053,1.3737877147973412
28,0.22238685840916197,1.9012203196025494
29,0.11770162315434286,1.1726044118409875
30,0.23128271187601138,1.9481901301668778
31,0.2473181306847685,1.12719357799798
32,0.14668369008108792,1.9550926375794189
33,0.1246636232970788,1.5380922850004513
34,0.16927915178310712,1.7915393860540556
35,0.03898214359818917,0.9254005302543713
36,0.2093828062489028,0.7875287337959557
37,0.15539007221668,3.6239312425323327
38,0.15202616211556777,1.4443933985941566
39,0.2498910143546108,2.0097624650369545
40,0.10543467206069658,3.418285448105422
41,0.05900202547395438,3.9302349733131865
42,0.15367574059913333,3.194355786293983
43,0.05900202547395438,3.9302349733131865
44,0.19574284227988906,1.44158371263404
45,0.3162820569305534,0.5758498737598089
46,0.033517360586012394,3.9094180981679276
47,0.19337534666230352,1.86938657413458
48,0.2604718689071304,1.9138987225359283
49,0.2259647016089521,3.4970292843307393
50,0.12123907354116464,1.1965101615987075
51,0.16019449543360248,2.0945862224440295
52,0.11813670491841051,1.6056823797984137
53,0.23646456139721292,1.5795028830766398
54,0.24480608910849835,2.890790293631188
55,0.12683134056883497,2.7445032438830452
56,0.2786065188393567,0.46870915562969023
57,0.20618730038678582,2.3020608175354926
58,0.2735978306029779,2.4431748083054767
59,0.1927569139011945,0.9404337061710218
60,0.13498725353780702,2.8326208156621586
61,0.26150484777818495,0.5258100424490695
62,0.17531334296359116,1.690988225239311
63,0.31631853848720204,1.8217207149280183
64,0.23055468275408797,3.291863037077021
65,0.3640882821140266,1.0265531949524964
66,0.0710705688718591,2.804836538128582
67,0.0709372190444076,3.2342349254187543
68,0.21447409868368936,2.2098489323149746
69,0.23475609446073578,3.395109046799011
70,0.2854883789432106,1.7418220144995873
71,0.06573569379640526,2.5335330444598605
72,0.10311054560985027,3.1097091085391764
73,0.053256853904133754,2.336949709758622
74,0.11400143938186792,2.0013055087159066
75,0.27344274294600046,1.5871956379418215
76,0.27393803798577815,2.6804034975813558
77,0.3361168677198036,1.0350058682997274
78,0.23660062680703217,2.299760721218349
79,0.17963194705403096,2.40553011246616
80,0.2552643693120489,1.246024017026245
81,0.10543467206069658,3.418285448105422
82,0.068307900223977,3.459710161475741
83,0.2458309940740894,1.0389527847094617
84,0.07463908438040083,1.0037705486811948
85,0.10543467206069658,3.418285448105422
86,0.19057701328397547,3.010352157310198
87,0.05421689592082884,3.293657489349767
88,0.051086132688954095,2.6937194587010143
89,0.09687427945143012,4.289760918164194
90,0.33442557010768076,1.5434306492466667
91,0.0938700111899793,4.41963856508557
92,0.24387520432069623,0.7213258557403824
93,0.21959183271735103,2.3373500849464066
94,0.016814959233748147,2.0784544909879044
95,0.0709372190444076,3.2342349254187543
96,0.32696538232083766,1.0778164524275216
97,0.2445584232679581,2.1963263328867897
98,0.027330539310964966,1.4609700924173257
99,0.06908587654633223,1.9758819104109584
100,0.31858514829047563,0.958943239874123
101,0.16785551636181903,1.5288847107011698
102,0.033517360586012394,3.9094180981679276
103,0.2343800143555056,2.1192854195530053
104,0.3378354751609156,1.3754045692842072
105,0.23782626481914346,1.3985366906573173
106,0.09687427945143012,4.289760918164194
107,0.10387779490204248,4.035203204958176
108,0.21954585611661667,2.5736900379518706
109,0.19913402161851235,2.227640069010685
110,0.17189880993430431,0.8295321592103145
111,0.31897018420304774,0.7611082175322222
112,0.07221532409569288,2.9999519004326616
113,0.20408033428129746,2.3921291328224363
114,0.3001119075626917,2.7943988411191207
115,0.36203812537091706,2.1358150585915476
116,0.22160708279238972,2.6840802672861055
117,0.20542904395931774,1.9975987310113767
118,0.26732100007656706,2.121769328273142
119,0.21959183271735103,2.3373500849464066
120,0.18157656650892373,2.263413026882555
121,0.25549154660549267,2.2221203500533537
122,0.16522283015364955,1.786976424105695
123,0.03898214359818917,0.9254005302543713
124,0.3059353344113703,0.2781733214604965
125,0.16024894970660578,1.2168843493998744
126,0.10620841285676551,3.47784626606086
127,0.08568850760654041,2.374227055455996
128,0.324051715229602,2.5362962220763303
129,0.38807639751982087,1.268393972709683
130,0.2577498065215504,1.6589734675638812
131,0.10452232002564439,3.355557038322072
132,0.31807771261654355,0.3401440297589689
133,0.0709372190444076,3.2342349254187543
134,0.16171352407487324,1.2879628235078295
135,0.15157240130594907,2.722248446419061
136,0.18985489693591914,0.8387129908406119
137,0.18599400825620438,0.8336993192082973
138,0.26732100007656706,2.121769328273142
139,0.15751180765354186,1.9193514423030118
140,0.19818813886854522,2.1034916144225764
141,0.15248849245818039,1.9700137571896057
142,0.19043958593754295,3.1103138820780973
143,0.23055468275408797,3.291863037077021
144,0.057047686152648276,0.9691339701156108
145,0.3951883990599871,1.7254984126294992
146,0.05860837576929748,4.265633313983956
147,0.1722661539548143,1.5816437545007176
148,0.1801622108513331,2.2548484807116833
149,0.24988646003911308,2.0652210908566913
150,0.11870532143976394,1.1862178062981308
151,0.20261289414591466,1.5626550433398136
152,0.06497894167968817,3.688519892700427
153,0.09161431959066964,4.514230453169822
154,0.22353512577209403,3.8740829107248076
155,0.11770162315434286,1.1726044118409875
156,0.03179096963748389,2.647564694447014
157,0.12784366056909152,2.1337298309383357
158,0.030792954165462117,5.187907126582057
159,0.0938700111899793,4.41963856508557
160,0.1363236362413204,1.5151949515089218
161,0.20230141626341758,2.081766115136482
